age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,income
Senior,null, 11th,7, Divorced,null, Notinfamily, AsianPacIslander, Female,None,None,Part-time, UnitedStates,0
Young, Selfempnotinc, 11th,7, Nevermarried, Craftrepair, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Transportmoving, Unmarried, White, Male,None,None,Fulltime, Mexico,0
Middleaged, Private, Masters,14, Nevermarried, Sales, Notinfamily, White, Male,None,None,Workaholic,null,0
Senior, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Doctorate,16, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, Bachelors,13, Nevermarried, Craftrepair, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Young, Stategov, HSgrad,9, Marriedcivspouse, Protectiveserv, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, 7th8th,4, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Sales, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocvoc,11, Widowed, Admclerical, Notinfamily, AsianPacIslander, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Execmanagerial, Wife, White, Female,None,None,Fulltime, UnitedStates,1
Middleaged, Private, 11th,7, Marriedcivspouse, Craftrepair, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Middleaged, Localgov, Masters,14, Nevermarried, Profspecialty, Notinfamily, White, Female,None,Low,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Transportmoving, Unmarried, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Sales, Ownchild, White, Male,None,Low,Workaholic, UnitedStates,0
Senior, Private, HSgrad,9, Marriedspouseabsent, Handlerscleaners, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Execmanagerial, Wife, White, Female,High,None,Fulltime, UnitedStates,1
Senior, Private, Bachelors,13, Widowed, Execmanagerial, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempinc, HSgrad,9, Marriedcivspouse, Otherservice, Husband, Black, Male,None,None,Overtime, UnitedStates,0
Young, Private, Bachelors,13, Nevermarried, Sales, Ownchild, AsianPacIslander, Male,None,None,Overtime, UnitedStates,0
Senior, Selfempinc, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,High,None,Fulltime, UnitedStates,1
Senior, Private, Bachelors,13, Divorced, Sales, Notinfamily, White, Male,High,None,Fulltime, UnitedStates,1
Senior, Selfempinc, Doctorate,16, Marriedcivspouse, Profspecialty, Husband, White, Male,High,None,Overtime, UnitedStates,1
Middleaged, Private, Assocacdm,12, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Nevermarried, Techsupport, Notinfamily, Black, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Bachelors,13, Divorced, Admclerical, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Senior,null, Bachelors,13, Marriedcivspouse,null, Husband, White, Male,None,None,Workaholic, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, Assocacdm,12, Nevermarried, Handlerscleaners, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Old,null, Assocacdm,12, Widowed,null, Notinfamily, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, Germany,1
Middleaged, Localgov, Bachelors,13, Marriedcivspouse, Profspecialty, Wife, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, 7th8th,4, Marriedcivspouse, Handlerscleaners, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Localgov, Masters,14, Marriedcivspouse, Profspecialty, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Senior, Selfempinc, 7th8th,4, Marriedcivspouse, Craftrepair, Husband, White, Male,None,High,Workaholic,null,1
Middleaged, Selfempnotinc, 7th8th,4, Nevermarried, Handlerscleaners, Unmarried, Black, Male,None,None,Part-time, UnitedStates,0
Senior, Private, Somecollege,10, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Localgov, Bachelors,13, Marriedcivspouse, Transportmoving, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Old, Private, HSgrad,9, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, 10th,6, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Localgov, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Male,None,None,Overtime, UnitedStates,1
Senior, Private, 5th6th,3, Marriedcivspouse, Handlerscleaners, Husband, White, Male,Low,None,Overtime, UnitedStates,0
Senior, Private, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Private, HSgrad,9, Marriedcivspouse, Techsupport, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Private, Profschool,15, Nevermarried, Profspecialty, Notinfamily, White, Female,None,High,Overtime, UnitedStates,1
Middleaged, Stategov, Masters,14, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,High,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Separated, Otherservice, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, Profschool,15, Divorced, Profspecialty, Notinfamily, White, Male,None,None,Workaholic, UnitedStates,1
Young, Private, Assocvoc,11, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, Assocvoc,11, Nevermarried, Otherservice, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Execmanagerial, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Masters,14, Nevermarried, Execmanagerial, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Senior,null, Bachelors,13, Divorced,null, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Selfempinc, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime,null,0
Old, Federalgov, 11th,7, Widowed, Admclerical, Notinfamily, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Selfempnotinc, Assocvoc,11, Divorced, Otherservice, Unmarried, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Somecollege,10, Nevermarried, Handlerscleaners, Ownchild, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,1
Old,null, 7th8th,4, Separated,null, Notinfamily, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, Bachelors,13, Divorced, Execmanagerial, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Senior, Federalgov, Bachelors,13, Widowed, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Federalgov, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, PuertoRico,1
Senior, Private, 10th,6, Separated, Admclerical, Unmarried, Black, Female,None,None,Fulltime, UnitedStates,0
Young, Private, 12th,8, Nevermarried, Profspecialty, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Execmanagerial, Notinfamily, White, Female,None,Low,Overtime, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Admclerical, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Profschool,15, Nevermarried, Profspecialty, Unmarried, White, Male,High,None,Overtime, Germany,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Private, Profschool,15, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime,null,1
Middleaged, Private, Somecollege,10, Divorced, Machineopinspct, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, Profschool,15, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Part-time, UnitedStates,1
Middleaged, Private, HSgrad,9, Divorced, Transportmoving, Notinfamily, White, Male,None,None,Overtime, UnitedStates,1
Young, Private, 5th6th,3, Nevermarried, Handlerscleaners, Notinfamily, White, Male,None,None,Fulltime, Mexico,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Assocvoc,11, Widowed, Execmanagerial, Unmarried, AsianPacIslander, Female,None,None,Fulltime, UnitedStates,1
Middleaged, Private, 12th,8, Marriedcivspouse, Sales, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Old,null, Bachelors,13, Marriedcivspouse,null, Husband, White, Male,Low,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Craftrepair, Ownchild, Black, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Execmanagerial, Wife, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Otherservice, Wife, White, Female,None,None,Fulltime, UnitedStates,1
Young, Private, Somecollege,10, Nevermarried, Otherservice, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Separated, Otherservice, Notinfamily, Black, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, HSgrad,9, Nevermarried, Otherservice, Notinfamily, White, Male,None,None,Workaholic, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Masters,14, Nevermarried, Profspecialty, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, Somecollege,10, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,None,Workaholic, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, 9th,5, Separated, Craftrepair, Unmarried, Black, Male,None,None,Fulltime, UnitedStates,0
Young, Private, 10th,6, Nevermarried, Otherservice, Ownchild, Black, Male,None,None,Part-time, UnitedStates,0
Senior, Selfempinc, Masters,14, Marriedcivspouse, Sales, Husband, White, Male,None,High,Overtime, UnitedStates,1
Senior, Federalgov, HSgrad,9, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Private, HSgrad,9, Marriedcivspouse, Sales, Husband, White, Male,None,Low,Overtime, UnitedStates,0
Senior, Private, Somecollege,10, Divorced, Admclerical, Notinfamily, White, Female,None,None,Overtime, Germany,0
Middleaged, Private, Somecollege,10, Nevermarried, Sales, Unmarried, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Fulltime, Mexico,0
Middleaged, Localgov, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Handlerscleaners, Husband, White, Male,None,None,Fulltime,null,0
Middleaged, Private, Somecollege,10, Divorced, Machineopinspct, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Handlerscleaners, Husband, White, Male,None,None,Workaholic, UnitedStates,0
Middleaged, Private, 10th,6, Nevermarried, Handlerscleaners, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, 5th6th,3, Nevermarried, Farmingfishing, Ownchild, White, Male,None,None,Part-time, Mexico,0
Senior, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, HSgrad,9, Divorced, Machineopinspct, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Young, Selfempinc, Bachelors,13, Nevermarried, Execmanagerial, Ownchild, AsianPacIslander, Male,None,None,Fulltime, Taiwan,0
Senior, Private, 5th6th,3, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Localgov, HSgrad,9, Widowed, Execmanagerial, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Localgov, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, Masters,14, Nevermarried, Profspecialty, Notinfamily, White, Male,None,None,Workaholic, UnitedStates,0
Senior, Federalgov, Bachelors,13, Divorced, Profspecialty, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Masters,14, Marriedcivspouse, Execmanagerial, Husband, White, Male,High,None,Overtime, UnitedStates,1
Young, Private, Somecollege,10, Nevermarried, Sales, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged,null, Bachelors,13, Marriedcivspouse,null, Wife, Other, Female,High,None,Overtime,null,1
Middleaged, Stategov, Doctorate,16, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, Germany,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,Low,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Craftrepair, Ownchild, White, Male,Low,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Sales, Otherrelative, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, HSgrad,9, Marriedcivspouse, Sales, Husband, White, Male,High,None,Workaholic, UnitedStates,1
Middleaged, Private, 10th,6, Nevermarried, Handlerscleaners, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, 7th8th,4, Marriedcivspouse, Machineopinspct, Husband, Other, Male,None,None,Fulltime, Nicaragua,0
Young, Private, Somecollege,10, Nevermarried, Admclerical, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Selfempnotinc, Somecollege,10, Marriedcivspouse, Sales, Husband, White, Male,None,None,Overtime, Mexico,1
Young, Localgov, HSgrad,9, Marriedcivspouse, Protectiveserv, Husband, Black, Male,None,None,Fulltime, PuertoRico,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Otherservice, Wife, White, Female,High,None,Fulltime, UnitedStates,1
Middleaged, Selfempinc, Bachelors,13, Nevermarried, Craftrepair, Notinfamily, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Transportmoving, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Craftrepair, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Sales, Ownchild, AsianPacIslander, Male,None,None,Fulltime, India,0
Middleaged, Localgov, HSgrad,9, Marriedcivspouse, Otherservice, Otherrelative, White, Male,Low,None,Fulltime, UnitedStates,0
Senior, Private, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,Low,Overtime, UnitedStates,1
Middleaged, Stategov, Masters,14, Divorced, Execmanagerial, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Old, Localgov, HSgrad,9, Widowed, Otherservice, Notinfamily, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Localgov, Masters,14, Separated, Profspecialty, Unmarried, White, Female,None,None,Workaholic, UnitedStates,0
Middleaged, Localgov, Assocvoc,11, Nevermarried, Protectiveserv, Notinfamily, Black, Female,None,None,Overtime, UnitedStates,1
Young, Private, 11th,7, Nevermarried, Craftrepair, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Assocvoc,11, Divorced, Profspecialty, Unmarried, White, Female,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, MarriedAFspouse, Sales, Husband, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, Somecollege,10, Divorced, Craftrepair, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Transportmoving, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Otherservice, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Assocvoc,11, Nevermarried, Techsupport, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Selfempnotinc, Masters,14, Nevermarried, Profspecialty, Notinfamily, White, Male,None,None,Overtime, England,0
Senior, Localgov, Masters,14, Divorced, Otherservice, Unmarried, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, 11th,7, Divorced, Sales, Otherrelative, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Nevermarried, Techsupport, Notinfamily, Black, Male,High,None,Fulltime, England,1
Old, Private, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Localgov, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Old,null, HSgrad,9, Marriedcivspouse,null, Husband, White, Male,None,None,Part-time, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Otherservice, Otherrelative, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,High,Fulltime, UnitedStates,1
Senior, Localgov, Assocacdm,12, Divorced, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, Somecollege,10, Divorced, Sales, Notinfamily, White, Female,Low,None,Overtime, UnitedStates,0
Young, Stategov, Somecollege,10, Nevermarried, Otherservice, Notinfamily, White, Male,Low,None,Part-time, UnitedStates,0
Middleaged, Private, 11th,7, Marriedcivspouse, Transportmoving, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Private, Somecollege,10, Divorced, Otherservice, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Craftrepair, Otherrelative, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, 9th,5, Divorced, Otherservice, Otherrelative, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Admclerical, Husband, White, Male,None,Low,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Otherservice, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Localgov, 11th,7, Marriedcivspouse, Otherservice, Wife, White, Female,None,None,Part-time, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Otherservice, Wife, White, Female,None,None,Fulltime, UnitedStates,1
Senior, Private, HSgrad,9, Divorced, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocvoc,11, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, England,0
Senior, Selfempnotinc, Bachelors,13, Marriedcivspouse, Sales, Husband, White, Male,High,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Divorced, Transportmoving, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Widowed, Craftrepair, Unmarried, White, Male,None,None,Fulltime, UnitedStates,1
Young,null, Somecollege,10, Nevermarried,null, Notinfamily, White, Male,None,High,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Handlerscleaners, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, Assocvoc,11, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Sales, Ownchild, White, Female,Low,None,Fulltime, UnitedStates,0
Senior, Private, Assocvoc,11, Nevermarried, Craftrepair, Notinfamily, AsianPacIslander, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Techsupport, Husband, AsianPacIslander, Male,None,None,Fulltime, UnitedStates,1
Senior,null, Somecollege,10, Marriedcivspouse,null, Wife, White, Female,None,None,Fulltime, UnitedStates,1
Middleaged, Selfempnotinc, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Assocacdm,12, Widowed, Techsupport, Unmarried, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Localgov, Masters,14, Divorced, Profspecialty, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Farmingfishing, Notinfamily, White, Male,None,None,Part-time, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Young,null, Assocacdm,12, Nevermarried,null, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Localgov, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Bachelors,13, Nevermarried, Execmanagerial, Notinfamily, White, Male,Low,None,Overtime, UnitedStates,0
Senior, Private, Somecollege,10, Marriedcivspouse, Sales, Husband, White, Male,High,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Bachelors,13, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Selfempinc, Doctorate,16, Marriedcivspouse, Profspecialty, Husband, White, Male,High,None,Fulltime, UnitedStates,1
Senior, Private, Masters,14, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,Low,Overtime, UnitedStates,1
Middleaged, Stategov, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,1
Senior, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Senior,null, Bachelors,13, Marriedcivspouse,null, Husband, White, Male,None,None,Part-time, UnitedStates,0
Senior, Localgov, HSgrad,9, Divorced, Admclerical, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Selfempinc, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,Low,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Otherservice, Unmarried, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Nevermarried, Techsupport, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Nevermarried, Handlerscleaners, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,High,None,Workaholic, UnitedStates,1
Middleaged, Private, 10th,6, Nevermarried, Handlerscleaners, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Separated, Admclerical, Unmarried, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Otherservice, Notinfamily, White, Male,None,High,Fulltime, UnitedStates,0
Young, Private, 10th,6, Nevermarried, Otherservice, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Senior, Localgov, 10th,6, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Doctorate,16, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,High,Overtime, UnitedStates,1
Senior,null, Bachelors,13, Marriedcivspouse,null, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Marriedcivspouse, Admclerical, Ownchild, White, Female,None,None,Fulltime,null,0
Middleaged, Private, 9th,5, Marriedcivspouse, Handlerscleaners, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Craftrepair, Notinfamily, AmerIndianEskimo, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime, Canada,0
Senior, Private, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Execmanagerial, Notinfamily, AsianPacIslander, Male,None,None,Overtime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Handlerscleaners, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Selfempinc, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,High,None,Overtime, UnitedStates,1
Middleaged, Private, HSgrad,9, Nevermarried, Craftrepair, Ownchild, AsianPacIslander, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, 10th,6, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Nevermarried, Handlerscleaners, Notinfamily, Black, Male,None,None,Overtime, UnitedStates,0
